,FIPS,Walkability,Percentage of without vehicle,geometry,Percentage of public transportation
40,06037104704,-2.747575,2.6,"POLYGON ((-118.416132233066 34.2651778705685, -118.413073232199 34.2674088710813, -118.408544231448 34.2707108717137, -118.405080231101 34.2675618710078, -118.401924230493 34.2646628712826, -118.398962229405 34.2618638713921, -118.403048229851 34.2588858703974, -118.40358022977 34.2585788707186, -118.404020230325 34.2581768705955, -118.40518022989 34.2573308699407, -118.409295230513 34.2543298694418, -118.412451231558 34.2572988698666, -118.415618232464 34.2602958698658, -118.418745233201 34.2632708698872, -118.416132233066 34.2651778705685))",0.94
41,06037109700,-2.278733,3.7,"POLYGON ((-118.488432244471 34.2646888658939, -118.487113245116 34.26853186668, -118.487092244382 34.2694698665393, -118.48398324382 34.2671988667219, -118.480243243114 34.2660188665672, -118.479721242831 34.2659558673347, -118.472055241757 34.2658778673183, -118.472133241051 34.2573278663926, -118.47394624128 34.2573398667174, -118.478315241957 34.2573688663044, -118.481641242765 34.2573908654017, -118.484868243661 34.257411866058, -118.490012244064 34.2574428652247, -118.488432244471 34.2646888658939))",1.19
42,06037104404,-0.127292,11.9,"POLYGON ((-118.43528323592 34.2617648693082, -118.430359234661 34.2653568693603, -118.425277234242 34.2690648700447, -118.422124233365 34.2660858701437, -118.425564234507 34.2635758699015, -118.4272042345 34.2623798693097, -118.428847233909 34.2611818694328, -118.432130234855 34.2587858688142, -118.43528323592 34.2617648693082))",4.79
43,06037103300,-4.073275,5.7,"POLYGON ((-118.373191225086 34.2581048724376, -118.371210224496 34.2603308725413, -118.369296224067 34.2628368726837, -118.36549122436 34.2659758734046, -118.364191223568 34.2661788735315, -118.354218221879 34.2659328743888, -118.354063222601 34.2667298744492, -118.35008222174 34.2659598744374, -118.347335220839 34.2678618750287, -118.343236220739 34.2678028753694, -118.335816218664 34.2657838755214, -118.334145218647 34.2640328750434, -118.330010217596 34.259681875182, -118.333202218352 34.2594918745608, -118.338221219261 34.2603208743071, -118.339456219419 34.260244874756, -118.341019219887 34.2592898740486, -118.347850219585 34.2484838727842, -118.351338220717 34.2473368718771, -118.357481221438 34.2470578718802, -118.359457221501 34.2471208721253, -118.360932222154 34.2467688712079, -118.366464221905 34.2430258711737, -118.366650222167 34.2442918712812, -118.368797223472 34.2462698715546, -118.369475223204 34.2493848714829, -118.370667224044 34.2508638719519, -118.372634224368 34.2537698712705, -118.375569224531 34.2567918722922, -118.373191225086 34.2581048724376))",1.74
44,06037104403,-1.66999,7.8,"POLYGON ((-118.443278236908 34.2666228689404, -118.440889236571 34.267057869589, -118.438437235821 34.264742868776, -118.43528323592 34.2617648693082, -118.432130234855 34.2587858688142, -118.428978233941 34.2558088685888, -118.425823232981 34.2528308689364, -118.428650233459 34.2507688684042, -118.431730234566 34.2537628687237, -118.434884234523 34.2567768687643, -118.440207235845 34.2620018689055, -118.442032236733 34.2648448689671, -118.443278236908 34.2666228689404))",4.4
45,06037109601,-2.555633,1.3,"POLYGON ((-118.458690238394 34.2536108665141, -118.458664239018 34.256304867211, -118.458655239438 34.2572388668671, -118.458619239731 34.2609348676413, -118.45858523994 34.2644938680356, -118.458593240014 34.2657558680774, -118.448357238283 34.2658578688518, -118.443278236908 34.2666228689404, -118.442032236733 34.2648448689671, -118.443020237224 34.26342986839, -118.444030236605 34.2592998683373, -118.44373523706 34.2576058677691, -118.443011236816 34.2561268675992, -118.450550236995 34.250623866508, -118.451890237498 34.2499398669943, -118.454357237911 34.2499558662226, -118.458726238692 34.2499848662965, -118.458690238394 34.2536108665141))",2.18
46,06037103102,-0.603272,8.5,"POLYGON ((-118.315739215401 34.2669758761819, -118.314007215124 34.266971876394, -118.311412215508 34.2669658770801, -118.30704821411 34.2669498769698, -118.302683213427 34.2669358767295, -118.297929213133 34.2668538772823, -118.297931212914 34.2632268771211, -118.300770213465 34.2632188765755, -118.300765212299 34.2596138762617, -118.302303213251 34.2587018765873, -118.302700213325 34.2590818766902, -118.303190213136 34.2594538759038, -118.307050213895 34.2596478761244, -118.311390214447 34.2596758759504, -118.315755215765 34.2596978752515, -118.315739215401 34.2669758761819))",2.91
47,06037104610,-2.092666,8.7,"POLYGON ((-118.422124233365 34.2660858701437, -118.421913233407 34.2662398698446, -118.418745233201 34.2632708698872, -118.415618232464 34.2602958698658, -118.412451231558 34.2572988698666, -118.416107231152 34.2546368692849, -118.419260232838 34.2576168698138, -118.425564234507 34.2635758699015, -118.422124233365 34.2660858701437))",8.79
48,06037109604,-0.560694,3.8,"POLYGON ((-118.472055241757 34.2658778673183, -118.467311241157 34.2658458679981, -118.459736239745 34.2657628682565, -118.458593240014 34.2657558680774, -118.45858523994 34.2644938680356, -118.458619239731 34.2609348676413, -118.458655239438 34.2572388668671, -118.46729424068 34.2572968662268, -118.46739324011 34.2572968662929, -118.472133241051 34.2573278663926, -118.472055241757 34.2658778673183))",2.32
49,06037119202,-1.49605,4.0,"POLYGON ((-118.450550236995 34.250623866508, -118.443011236816 34.2561268675992, -118.44373523706 34.2576058677691, -118.444030236605 34.2592998683373, -118.443020237224 34.26342986839, -118.442032236733 34.2648448689671, -118.440207235845 34.2620018689055, -118.434884234523 34.2567768687643, -118.440175235416 34.2529158673813, -118.441979236267 34.2515998678579, -118.448177236903 34.2470758669237, -118.449115236981 34.2484948664409, -118.450550236995 34.250623866508))",6.55
50,06037104620,-2.956324,4.1,"POLYGON ((-118.4272042345 34.2623798693097, -118.425564234507 34.2635758699015, -118.419260232838 34.2576168698138, -118.416107231152 34.2546368692849, -118.419391232436 34.252242868793, -118.422543233166 34.255222868607, -118.42569523356 34.2582028690563, -118.428847233909 34.2611818694328, -118.4272042345 34.2623798693097))",5.86
51,06037101110,-1.639342,12.9,"POLYGON ((-118.300765212299 34.2596138762617, -118.300770213465 34.2632188765755, -118.297931212914 34.2632268771211, -118.291321211961 34.2628588769495, -118.288479210665 34.2628248778884, -118.286498210882 34.2628018778641, -118.284925210278 34.262467878108, -118.284992209787 34.2558938772334, -118.285936210242 34.2558998767914, -118.287345209805 34.2559088771416, -118.291056210411 34.2559318764477, -118.293190211126 34.2559448765822, -118.299463212628 34.2559828760015, -118.302303213251 34.2587018765873, -118.300765212299 34.2596138762617))",2.39
52,06037104703,-2.960015,6.5,"POLYGON ((-118.40518022989 34.2573308699407, -118.404020230325 34.2581768705955, -118.40358022977 34.2585788707186, -118.403048229851 34.2588858703974, -118.398962229405 34.2618638713921, -118.396013228517 34.2587398708875, -118.390473227741 34.257538870981, -118.390910227695 34.257211871362, -118.402804229178 34.2485158689846, -118.40299122936 34.2483788691279, -118.409295230513 34.2543298694418, -118.40518022989 34.2573308699407))",0.64
53,06037104500,-1.3447,5.3,"POLYGON ((-118.432130234855 34.2587858688142, -118.428847233909 34.2611818694328, -118.42569523356 34.2582028690563, -118.422543233166 34.255222868607, -118.419391232436 34.252242868793, -118.422676232791 34.2498478680472, -118.425823232981 34.2528308689364, -118.428978233941 34.2558088685888, -118.432130234855 34.2587858688142))",3.63
54,06037102107,-3.56827,1.7,"POLYGON ((-118.367782222245 34.2403738709535, -118.366464221905 34.2430258711737, -118.360932222154 34.2467688712079, -118.359457221501 34.2471208721253, -118.357481221438 34.2470578718802, -118.351338220717 34.2473368718771, -118.347850219585 34.2484838727842, -118.341019219887 34.2592898740486, -118.339456219419 34.260244874756, -118.338221219261 34.2603208743071, -118.333202218352 34.2594918745608, -118.330010217596 34.259681875182, -118.323820215939 34.253085874263, -118.322394215316 34.2496358739028, -118.32113521538 34.2464198735241, -118.319399214475 34.2444228739105, -118.316571213512 34.2427288740191, -118.311172213106 34.2413838736822, -118.308016211978 34.2398458734829, -118.302315211379 34.2358458737661, -118.300404210166 34.2350688735347, -118.298160209795 34.234624874166, -118.290783208716 34.2348258744629, -118.292049209355 34.2338828745024, -118.297261209755 34.2326088740726, -118.299177210035 34.2326178732263, -118.30451921115 34.233708873865, -118.30939721158 34.23349787279, -118.318043213341 34.2304708726593, -118.318058212982 34.2320838727028, -118.32659821491 34.2322108716026, -118.33548221581 34.2320318716297, -118.335247215558 34.2244958705787, -118.338504215554 34.2233478699189, -118.338071215837 34.2222798705804, -118.343364217418 34.2258798706607, -118.350675219071 34.228507870463, -118.365338221196 34.2287078696527, -118.366487220957 34.2299248697601, -118.36713522182 34.2342178699107, -118.367594222399 34.2372598698832, -118.367782222245 34.2403738709535))",0.0
55,06037101300,-1.559305,2.6,"POLYGON ((-118.278236208258 34.2516618765538, -118.276927207802 34.2515868765922, -118.276928208767 34.253088876766, -118.278236208181 34.2532958771687, -118.2781792091 34.2557728771827, -118.278137209307 34.2576068776376, -118.277434208575 34.2599078782017, -118.26530220653 34.2599588784636, -118.265250206017 34.2546218782097, -118.265276206565 34.2523848772978, -118.265307206602 34.2504068777932, -118.26668420681 34.2507838772749, -118.266011205894 34.2438968766169, -118.266036205186 34.2403608762804, -118.26674520532 34.2408008762661, -118.266785205441 34.2353238761918, -118.266787205471 34.2349928754245, -118.26679320495 34.2342408756633, -118.266796204517 34.2338938758725, -118.266815205263 34.231239875078, -118.272485206122 34.2325318750016, -118.270697205998 34.232999875473, -118.270486206232 34.2369418753599, -118.273627206429 34.2413088757777, -118.273919207141 34.2429228762012, -118.276307207786 34.2451568760924, -118.276115207236 34.2464888763579, -118.277623208095 34.2495938766937, -118.278236208258 34.2516618765538))",4.21
56,06037111302,-1.56707,8.5,"POLYGON ((-118.523335250104 34.2573438630764, -118.522166249545 34.2575548639604, -118.519822249595 34.2576308635513, -118.511084247541 34.2575758638571, -118.502347246753 34.2575208649316, -118.502407245392 34.2511778638352, -118.50241624536 34.2502638641179, -118.511150247148 34.2503208635676, -118.519854248621 34.2503748626453, -118.523332249349 34.2503958628379, -118.523351249654 34.2522118628777, -118.523335250104 34.2573438630764))",5.8
57,06037109800,-2.273684,6.4,"POLYGON ((-118.49144724405 34.2527088644482, -118.490012244064 34.2574428652247, -118.484868243661 34.257411866058, -118.481641242765 34.2573908654017, -118.478315241957 34.2573688663044, -118.47394624128 34.2573398667174, -118.472133241051 34.2573278663926, -118.472199240998 34.250073865712, -118.476200241739 34.2500998656223, -118.481711242719 34.2501348650938, -118.48493624231 34.2501558644729, -118.489338243136 34.2501838646328, -118.49152524363 34.2501968644301, -118.49144724405 34.2527088644482))",5.63
58,06037109603,-1.614779,1.9,"POLYGON ((-118.472133241051 34.2573278663926, -118.46739324011 34.2572968662929, -118.46729424068 34.2572968662268, -118.458655239438 34.2572388668671, -118.458664239018 34.256304867211, -118.458690238394 34.2536108665141, -118.458726238692 34.2499848662965, -118.467363239439 34.2500418656391, -118.472199240998 34.250073865712, -118.472133241051 34.2573278663926))",4.29
59,06037121102,-3.231252,4.5,"POLYGON ((-118.402804229178 34.2485158689846, -118.390910227695 34.257211871362, -118.387626227381 34.256718871295, -118.387353226851 34.2566768716317, -118.384722226161 34.2562738712586, -118.382677226407 34.2543428715117, -118.38181222595 34.2555708710038, -118.378073225369 34.2552558711175, -118.375569224531 34.2567918722922, -118.372634224368 34.2537698712705, -118.370667224044 34.2508638719519, -118.369475223204 34.2493848714829, -118.368797223472 34.2462698715546, -118.366650222167 34.2442918712812, -118.366464221905 34.2430258711737, -118.367782222245 34.2403738709535, -118.367594222399 34.2372598698832, -118.36713522182 34.2342178699107, -118.366487220957 34.2299248697601, -118.366156221273 34.2277368693216, -118.371799221553 34.2235748685409, -118.374224222415 34.2255028681149, -118.375502222136 34.2262158682737, -118.378030222588 34.2268318684363, -118.379733223019 34.2268358683528, -118.383186223783 34.2296728689215, -118.393541226579 34.2394438688929, -118.398483227832 34.2441278694818, -118.40299122936 34.2483788691279, -118.402804229178 34.2485158689846))",6.15
60,06037101400,-3.21025,14.0,"POLYGON ((-118.322394215316 34.2496358739028, -118.316723214398 34.2486068746021, -118.312396214372 34.2488718749839, -118.307086212924 34.2481288746672, -118.306248213506 34.2511188750305, -118.307972213727 34.2524128753202, -118.307049213447 34.2524048749235, -118.305784212514 34.2520868755032, -118.302644212656 34.2523928752751, -118.300265212598 34.2528738759328, -118.30026621259 34.2559878765293, -118.299463212628 34.2559828760015, -118.297931211915 34.2545158765064, -118.294708210668 34.2523408760281, -118.291227210411 34.2502298763846, -118.29011621028 34.2493688761178, -118.288632210298 34.2486188762945, -118.287603210019 34.2481778761566, -118.285936208783 34.24802287594, -118.279762208331 34.2476678766602, -118.276115207236 34.2464888763579, -118.276307207786 34.2451568760924, -118.273919207141 34.2429228762012, -118.273627206429 34.2413088757777, -118.270486206232 34.2369418753599, -118.270697205998 34.232999875473, -118.272485206122 34.2325318750016, -118.280048207304 34.2342148752073, -118.286072208143 34.2342408745571, -118.290783208716 34.2348258744629, -118.298160209795 34.234624874166, -118.300404210166 34.2350688735347, -118.302315211379 34.2358458737661, -118.308016211978 34.2398458734829, -118.311172213106 34.2413838736822, -118.316571213512 34.2427288740191, -118.319399214475 34.2444228739105, -118.32113521538 34.2464198735241, -118.322394215316 34.2496358739028))",2.85
61,06037101220,-0.160762,5.4,"POLYGON ((-118.285937209777 34.2522788768628, -118.285936210242 34.2558998767914, -118.284992209787 34.2558938772334, -118.2781792091 34.2557728771827, -118.278236208181 34.2532958771687, -118.276928208767 34.253088876766, -118.276927207802 34.2515868765922, -118.278236208258 34.2516618765538, -118.277623208095 34.2495938766937, -118.276115207236 34.2464888763579, -118.279762208331 34.2476678766602, -118.285936208783 34.24802287594, -118.285937209777 34.2522788768628))",3.64
